Grünegg;de;707600.308;275874.988;591.031;gr
Grüningen;de;700140.838;237507.403;496.837;gr
Im grünen Hof;de;696473.405;237907.48;489.415;gr
Grünwald;de;693450.882;270516.89;427.347;gr
Grünwald;de;678758.183;252427.439;524.087;gr
Grünau;de;673695.439;245300.566;584.085;gr
Grünigerwald;de;672925.96;185144.904;1184.796;gr
Grünenwald;de;671789.5;187573.5;885.665;gr
Grün;de;666550.517;193546.02;1114.554;gr
Grünegg;de;663600.376;199243.843;455.915;gr
Grünewald;de;662251.093;205390.399;1286.348;gr
Grünenwald;de;656260.876;204742.06;1115.888;gr
Grünenberg;de;654404.4;228962.9;705.563;gr
Grünschholz;de;651047.284;265738.406;467.076;gr
Grünhornlücke;de;649527.889;151574.517;3278.742;gr
Grünhörnli;de;649328.755;152066.335;3595.026;gr
Grosses Grünhorn;de;649030.082;153610.317;4043.749;gr
Kleines Grünhorn;de;648745.096;154140.551;3912.538;gr
Grünegghorn;de;648738.957;152992.271;3860.46;gr
Grünhörner;de;648437.727;152535.337;3268.442;gr
Grüneggfirn;de;648427.454;151290.559;3243.093;gr
Grünegg;de;647315.026;151303.207;3211.176;gr
Grünau;de;640632.55;221318.865;542.875;gr
Hintergrünenboden;de;636434.52;214198.492;719.621;gr
Grünenwald;de;633503.018;186496.13;966.814;gr
Grünboden;de;633181.976;230530.246;571.191;gr
Grünenboden;de;632456.617;213617.207;840.112;gr
Grünbach;de;632157.632;227200.766;523.555;gr
Grünen;de;622885.478;208195.824;671.279;gr
Grünenmatt;de;621700;206382.385;633.035;gr
Grünau;de;610454.435;219705.733;480.674;gr
Schöngrün;de;607507.698;227679.723;447.494;gr
Grünholz;de;606168.025;237333.987;797.592;gr
Grünern;de;605823.025;230558.791;507.883;gr
Grünacker;de;591675.304;253158.122;533.803;gr
Rotflue;de;801438.72;193326.017;3166.066;r
Rote Furka;de;799993.038;193339.861;2685.244;r
Rothorn;de;797269.407;190032.505;2805.999;r
Rot Furgga;de;792502.056;195184.628;2709.106;r
Rot Büel;de;792368.196;198175.149;2415.833;r
Rot Graben;de;792196.4;197704.5;2122.265;r
Rotbüelspitz;de;791962.064;199187.51;2851.624;r
Rotspitz;de;785946.131;206474.68;2517.01;r
Rot Flüeli;de;784608.9;209433.3;2152.208;r
Rotwald;de;779373.7;205707.3;1819.694;r
Rotschwald;de;779107.1;177330.1;1823.819;r
Roten Platten;de;771649.1;186820.8;1919.473;r
Rot Tritt;de;770601.1;186772.8;1958.617;r
Rothorn;de;768464.285;195178.095;2362.644;r
